package,number_of_classes,number_of_tests,density,normalized_density,diversity,uniqueness,ddu,unit_vs_integration
org.apache.wicket.response,5,842,0.3857482185273159,0.7714964370546318,0.1342565264177642,1.0,0.10357843178263612,0.07672634271099744
org.apache.wicket.markup.html.autocomponent,2,2,0.5,1.0,1.0,1.0,1.0,-1
org.apache.wicket.util.lang,6,37,0.2882882882882883,0.5765765765765766,0.6156156156156156,1.0,0.3549495441387333,0.48
org.apache.wicket.properties,1,5,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.core.util.string.interpolator,2,19,0.9210526315789473,0.1578947368421053,0.2807017543859649,1.0,0.04432132963988921,0.1875
org.apache.wicket.markup.html.media.audio,1,2,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.redirect.intercept,3,2,0.6666666666666666,0.6666666666666667,1.0,1.0,0.6666666666666667,0.0
org.apache.wicket.versioning,1,8,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.markup.html.markupId,1,1,1.0,0.0,0,1.0,0.0,-1
org.apache.wicket.markup.html.form.formComponentPanel,1,2,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.util.reference,1,99,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.authentication.strategy,1,8,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.markup.html.pages,7,8,0.26785714285714285,0.5357142857142857,0.6428571428571428,0.8571428571428571,0.2951895043731778,0.14285714285714285
org.apache.wicket.authorization.strategies.page,2,4,0.625,0.75,0.5,1.0,0.375,3.0
org.apache.wicket.util.template,4,2,0.625,0.75,1.0,0.75,0.5625,0.0
org.apache.wicket.markup.html.link.submitLink,2,6,0.5,1.0,0.6,1.0,0.6,-1
org.apache.wicket.markup.head.internal,1,807,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.redirect.abort,1,2,1.0,0.0,0.0,1.0,0.0,-1
org.apache.wicket.markup.resolver.inparent.base,1,1,1.0,0.0,0,1.0,0.0,-1
org.apache.wicket.behavior,4,351,0.40384615384615385,0.8076923076923077,0.6014163614163615,1.0,0.48575936883629195,0.7376237623762376
