class_name,num_of_transactions,normalized_density,diversity,uniqueness,ddu,average_effort
com.google.inject.internal.CycleDetectingLock,2,0.22916666666666674,1.0,0.0625,0.014322916666666671,19.85
com.google.inject.internal.CycleDetectingLock,3,0.20833333333333326,0.6666666666666667,0.0625,0.008680555555555554,19.85
com.google.inject.internal.MoreTypes,2,0.3355704697986577,1.0,0.026845637583892617,0.009008603216071347,12.1
com.google.inject.internal.ProxyFactory,2,0.8333333333333333,0.0,0.08333333333333333,0.0,7.9
com.google.inject.internal.ProxyFactory,3,0.8333333333333333,0.0,0.08333333333333333,0.0,7.9
com.google.inject.internal.ProxyFactory,4,0.7916666666666667,0.5,0.125,0.04947916666666667,7.9
com.google.inject.internal.ProxyFactory,5,1.0,0.7,0.20833333333333334,0.14583333333333334,7.775
com.google.inject.internal.RealElement,3,0.7777777777777778,1.0,0.3333333333333333,0.25925925925925924,3.05
com.google.inject.internal.util.LineNumbers,2,0.8048780487804879,1.0,0.0975609756097561,0.07852468768590126,8.475
com.google.inject.internal.util.LineNumbers,3,0.6829268292682927,1.0,0.0975609756097561,0.06662700773349198,8.375
com.google.inject.internal.WeakKeySet,2,0.8421052631578947,1.0,0.07017543859649122,0.05909510618651892,7.75
com.google.inject.internal.WeakKeySet,3,0.9005847953216374,0.6666666666666667,0.07017543859649122,0.04213262200335146,7.75
com.google.inject.internal.WeakKeySet,4,0.9298245614035088,0.5,0.07017543859649122,0.03262542320714066,7.75
com.google.inject.internal.WeakKeySet,5,0.9964912280701754,0.7,0.10526315789473684,0.07342566943674976,9.2
com.google.inject.internal.WeakKeySet,6,0.9590643274853801,0.7333333333333334,0.10526315789473684,0.07403303580588899,9.2
com.google.inject.internal.WeakKeySet,7,0.9473684210526316,0.8095238095238095,0.12280701754385964,0.09418282548476455,9.15
com.google.inject.internal.WeakKeySet,8,0.9385964912280702,0.8214285714285714,0.12280701754385964,0.09468297937827024,9.15
com.google.inject.internal.WeakKeySet,9,0.9317738791423003,0.8055555555555556,0.12280701754385964,0.09217841007109501,9.15
com.google.inject.internal.WeakKeySet,10,0.9263157894736842,0.7777777777777778,0.12280701754385964,0.08847850620703805,9.15
com.google.inject.Key,2,0.2753623188405797,1.0,0.043478260869565216,0.011972274732199117,8.375
com.google.inject.Key,3,0.2028985507246377,1.0,0.07246376811594203,0.014702793530770848,8.375
com.google.inject.Key,4,0.2536231884057971,1.0,0.10144927536231885,0.025729888678848983,5.625
com.google.inject.Key,5,0.3710144927536232,1.0,0.13043478260869565,0.04839319470699433,5.35
com.google.inject.Key,6,0.3816425120772946,1.0,0.17391304347826086,0.06637261079605124,3.85
com.google.inject.Key,7,0.34782608695652173,1.0,0.2028985507246377,0.07057340894770006,4.45
com.google.inject.Key,8,0.39855072463768115,1.0,0.2463768115942029,0.09819365679479101,4.4
com.google.inject.Key,9,0.36714975845410636,1.0,0.2608695652173913,0.09577819785759296,4.375
com.google.inject.Key,10,0.37391304347826093,1.0,0.3188405797101449,0.11921865154379332,4.25
com.google.inject.Key,11,0.37681159420289856,1.0,0.34782608695652173,0.13106490233144297,4.225
com.google.inject.Key,12,0.3719806763285024,1.0,0.4057971014492754,0.15094868024924737,4.5
com.google.inject.Key,13,0.34559643255295436,0.9871794871794872,0.4057971014492754,0.13844405584990147,4.475
com.google.inject.PrivateModule,2,0.43333333333333335,1.0,0.13333333333333333,0.05777777777777778,1.95
com.google.inject.PrivateModule,3,0.4222222222222223,0.6666666666666667,0.13333333333333333,0.03753086419753087,1.95
com.google.inject.PrivateModule,4,0.4,0.8333333333333334,0.13333333333333333,0.044444444444444446,1.95
com.google.inject.PrivateModule,5,0.36,0.9,0.16666666666666666,0.054,1.625
com.google.inject.PrivateModule,6,0.37777777777777777,0.8666666666666667,0.16666666666666666,0.0545679012345679,1.625
com.google.inject.PrivateModule,7,0.38095238095238093,0.8095238095238095,0.16666666666666666,0.05139833711262282,1.625
com.google.inject.PrivateModule,8,0.3916666666666666,0.7857142857142857,0.16666666666666666,0.05128968253968253,1.625
com.google.inject.PrivateModule,9,0.3925925925925926,0.8333333333333334,0.23333333333333334,0.07633744855967078,1.65
com.google.inject.PrivateModule,10,0.3866666666666667,0.8666666666666667,0.23333333333333334,0.0781925925925926,1.575
com.google.inject.PrivateModule,11,0.3939393939393939,0.8909090909090909,0.23333333333333334,0.08189164370982552,1.575
com.google.inject.PrivateModule,12,0.37777777777777777,0.8939393939393939,0.23333333333333334,0.07879910213243546,1.575
com.google.inject.PrivateModule,13,0.37948717948717947,0.8717948717948718,0.23333333333333334,0.07719482796405873,1.575
com.google.inject.PrivateModule,14,0.3857142857142857,0.8791208791208791,0.23333333333333334,0.0791208791208791,1.575
com.google.inject.PrivateModule,15,0.38222222222222224,0.8857142857142857,0.23333333333333334,0.07899259259259259,1.575
com.google.inject.spi.Elements,2,0.6880733944954128,1.0,0.03669724770642202,0.025250399797996804,15.85
com.google.inject.spi.Elements,3,0.6788990825688074,1.0,0.045871559633027525,0.031142159750862725,15.85
com.google.inject.spi.Elements,4,0.6788990825688074,1.0,0.05504587155963303,0.03737059170103527,15.85
com.google.inject.spi.Elements,5,0.6788990825688074,1.0,0.06422018348623854,0.04359902365120782,15.8
com.google.inject.spi.Elements,6,0.6850152905198776,1.0,0.07339449541284404,0.05027635159778919,15.25
com.google.inject.spi.Elements,7,0.6867627785058977,1.0,0.08256880733944955,0.056705183546358534,15.25
com.google.inject.spi.Elements,8,0.6834862385321101,1.0,0.08256880733944955,0.05643464354852286,15.8
com.google.inject.spi.Elements,9,0.6829765545361876,0.9722222222222222,0.08256880733944955,0.05482609956139121,15.8
com.google.inject.spi.Elements,10,0.6862385321100918,0.9777777777777777,0.09174311926605505,0.06155860430753117,15.8
com.google.inject.spi.Elements,11,0.6872393661384487,0.9636363636363636,0.09174311926605505,0.060756774654441674,15.8
com.google.inject.spi.Elements,12,0.6850152905198776,0.9696969696969697,0.10091743119266056,0.06703513546371892,16.05
com.google.inject.spi.Elements,13,0.6859562455892732,0.9743589743589743,0.11009174311926606,0.07358175676045839,16.05
com.google.inject.spi.Elements,14,0.6854521625163827,0.978021978021978,0.11926605504587157,0.07995444621750729,16.05
com.google.inject.spi.Elements,15,0.6837920489296636,0.9809523809523809,0.12844036697247707,0.08615361595077108,16.05
com.google.inject.spi.Elements,16,0.6834862385321101,0.9666666666666667,0.12844036697247707,0.08486098252111215,16.05
com.google.inject.spi.Elements,17,0.6842957366432811,0.9632352941176471,0.12844036697247707,0.08465990157877615,16.05
com.google.inject.spi.Elements,18,0.6860346585117227,0.9673202614379085,0.12844036697247707,0.08523498305668223,16.05
