parent,number_of_components,number_of_tests,unit_tests,integration_tests,density,normalized_density,diversity,uniqueness,ddu
retrofit2.helpers.ToStringConverterFactory,5,45,0,45,0.39555555555555555,0.7911111111111111,0.7202020202020202,1.0,0.5697598204264871
retrofit2.ServiceMethod,17,207,1,206,0.5115089514066496,0.9769820971867007,0.881384550443225,0.9411764705882353,0.8104441661364511
retrofit2.OkHttpCall,19,145,0,145,0.15825771324863883,0.3165154264972776,0.4846743295019157,0.9473684210526315,0.14533285463486612
retrofit2.Response,13,41,14,27,0.20825515947467166,0.4165103189493433,0.8890243902439025,0.9230769230769231,0.34180415292390764
retrofit2.Utils,25,253,0,253,0.22292490118577074,0.4458498023715415,0.7431771127423301,0.44,0.1457919622910171
retrofit2.DefaultCallAdapterFactory,3,201,0,201,0.9104477611940298,0.17910447761194037,0.38776119402985076,1.0,0.06944976609489867
retrofit2.ExecutorCallAdapterFactory,13,9,7,2,0.2905982905982906,0.5811965811965812,1.0,0.7692307692307693,0.44707429322813946
retrofit2.RequestBuilder,14,133,94,39,0.13050483351235231,0.26100966702470463,0.8532695374800638,0.8571428571428571,0.1908956553085673
retrofit2.Platform,6,243,0,243,0.5288065843621399,0.9423868312757202,0.4559738802163045,1.0,0.429703780121538
retrofit2.Retrofit,26,243,65,178,0.41896169673947453,0.8379233934789491,0.9036832976226916,0.9615384615384616,0.7280936301675508
retrofit2.ParameterHandler,6,103,0,103,0.24433656957928804,0.48867313915857613,0.572625166571483,0.8333333333333334,0.23318878142474095
retrofit2.helpers.DelegatingCallAdapterFactory,1,1,0,1,1.0,0.0,0,1.0,0.0
retrofit2.helpers.NonMatchingConverterFactory,3,4,0,4,0.3333333333333333,0.6666666666666666,0.6666666666666667,1.0,0.4444444444444445
retrofit2.Converter,3,75,0,75,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0
retrofit2.CallAdapter,2,216,4,212,0.5023148148148148,0.9953703703703705,0.027605512489233375,1.0,0.027477709190672113
retrofit2.helpers.NonMatchingCallAdapterFactory,1,2,0,2,1.0,0.0,0.0,1.0,0.0
retrofit2.BuiltInConverters,5,204,0,204,0.3362745098039216,0.6725490196078432,0.6560417270356418,1.0,0.44122022033965713
