parent,number_of_components,number_of_tests,unit_tests,integration_tests,density,normalized_density,diversity,uniqueness,ddu
com.google.inject.multibindings,5,121,118,3,0.20826446280991737,0.4165289256198348,0.7254820936639119,1.0,0.3021842770302576
com.google.inject,146,819,15,804,0.4085503537558332,0.8171007075116664,0.9978625015299832,0.7465753424657534,0.60872330824621
com.google.inject.internal,94,797,55,742,0.4808724205130943,0.9617448410261886,0.9926199378321974,0.648936170212766,0.6195050357755422
com.google.inject.spi,29,734,15,719,0.30179460678380154,0.6035892135676031,0.8834025374427068,1.0,0.5332122428386684
com.google.inject.internal.util,5,717,11,706,0.7525801952580196,0.4948396094839609,0.5082279516607839,1.0,0.2514913211286557
com.google.inject.util,3,737,490,247,0.4527363184079602,0.9054726368159204,0.5338180638310424,1.0,0.4833576498370632
com.google.inject.name,2,206,2,204,0.9951456310679612,0.009708737864077666,0.019322756334359426,1.0,0.00018759957606174192
com.google.inject.matcher,2,627,6,621,0.9952153110047847,0.009569377990430672,0.018985890517755344,1.0,0.0001816831628493344
