parent,number_of_components,number_of_tests,unit_vs_integration,density,normalized_density,diversity,uniqueness,ddu
org.apache.commons.numbers.core,47,48,0.2972972972972973,0.051418439716312055,0.1028368794326241,0.9822695035460993,0.7659574468085106,0.07737206591988287
